issn,eissn,status,year
09356339,,inactive,1992
09359915,18619908,policy,2024
09362002,,inactive,1997
09363076,,inactive,1995
09366652,,inactive,2001
09368671,,inactive,2013
09369902,,inactive,2020
09370420,,inactive,2007
09370633,,inactive,2002
0937289X,14393816,inactive,2006
09374450,,inactive,1995
0937552X,,discontinued,2017
0937583X,,inactive,2016
09376429,18618936,inactive,2010
09377069,,inactive,2001
09377409,14230445,inactive,2025
09378596,,inactive,1992
09379762,,inactive,2008
09380337,,inactive,1996
09381643,,inactive,1998
09385177,,inactive,2002
09386572,,inactive,2008
0938765X,,inactive,2000
09387714,14332973,inactive,2000
09388303,,inactive,1998
09389016,,inactive,2004
09389806,,inactive,1996
09390448,,inactive,1997
09391517,,inactive,2005
09391983,,inactive,2008
0939267X,,inactive,1998
09393072,,inactive,1995
0939351X,,inactive,2016
09394974,,inactive,1997
09395059,,inactive,1996
09395164,,inactive,2000
09396322,,inactive,1998
09396365,,inactive,1995
09396764,,inactive,2003
09396780,,inactive,1998
09397116,16156706,inactive,2012
09397922,14315831,inactive,1997
09398147,,inactive,2000
09398368,23769319,inactive,2021
09398600,,inactive,2007
09399488,,inactive,2001
09400745,,inactive,2014
09402470,,inactive,1996
09402993,16181433,inactive,2017
0940483X,,inactive,1998
09405178,,inactive,2001
09405437,14344467,inactive,2000
09405569,,inactive,2012
09406131,,inactive,1999
09406646,,inactive,2004
09406735,,inactive,2012
0940855X,,inactive,1992
09409599,,inactive,2002
09410198,,inactive,1994
09410295,,inactive,1999
09410589,,inactive,1992
09410635,,inactive,2000
09411046,,inactive,1996
09411216,,inactive,1999
09412131,,inactive,1996
09412530,16173538,inactive,2002
09412670,,inactive,2019
09412905,,inactive,1998
09412921,,inactive,1996
0941293X,14330423,inactive,2022
09413804,,inactive,1998
09414223,,inactive,2021
0941455X,,inactive,2008
09415866,,inactive,2020
09418172,,inactive,2009
09418466,,inactive,2003
09418849,21956405,inactive,2017
09419179,,inactive,2011
09419500,22128581,inactive,2020
09420037,,inactive,2005
09422854,,inactive,1998
09422919,,inactive,2022
0942301X,,inactive,2006
09423060,16183274,inactive,2004
09425276,,inactive,1995
09425403,21906246,discontinued,2021
09426027,,inactive,1995
09426051,,discontinued,2018
09426086,,discontinued,2017
09428925,14320509,inactive,2015
09428992,,inactive,1996
09429387,,inactive,1962
09430083,,inactive,1999
09430105,,inactive,2009
09430938,,inactive,1996
09431268,,inactive,2006
09431675,,inactive,1999
09431837,,inactive,1993
09431853,,inactive,2008
09434798,,inactive,2003
09436677,,inactive,2011
09437312,,inactive,2005
09437444,,policy,2024
09438149,21906289,inactive,2018
0943917X,,inactive,2005
09439382,,inactive,2001
09439404,,inactive,2003
09439676,,inactive,2003
09441018,,inactive,2001
09441166,14360691,inactive,2009
09441921,,inactive,2003
09441948,,inactive,2003
09446419,,inactive,1998
09446486,,inactive,2003
09447067,,inactive,2002
09447105,,inactive,2012
09448160,,inactive,1999
09448918,,inactive,2006
09450084,,inactive,2005
09450459,,inactive,1996
09451129,,inactive,2016
09451145,,inactive,1998
09451412,,inactive,1992
09452419,,inactive,2011
0945358X,16137566,discontinued,2019
09456082,21963096,inactive,2017
09456945,,inactive,2022
09457712,,inactive,1996
09458077,,inactive,2005
09458115,,inactive,2000
09461299,,inactive,2008
09462104,,discontinued,2016
09464115,,inactive,1995
09464832,,inactive,2000
09465146,,inactive,2008
09467211,14392291,inactive,2011
09467475,,inactive,2005
09467718,,inactive,2003
09467998,,discontinued,2018
09469648,,inactive,2012
0947031X,,inactive,2012
09470875,23637013,inactive,2022
09470972,,inactive,2003
09473440,,inactive,1997
09475362,,discontinued,2018
09476075,,inactive,2007
09477128,,inactive,2002
0947823X,,inactive,1998
09478965,14330415,inactive,2022
09480382,,inactive,2003
09481907,15213862,inactive,2015
09484817,,inactive,1994
0948728X,,inactive,2011
09487387,,inactive,2008
09488359,,inactive,2012
09490434,,inactive,2016
0949183X,,inactive,1995
09492321,2047783X,discontinued,2024
09492739,,inactive,2012
09493026,,inactive,2014
09493441,,inactive,2001
09493964,,inactive,1998
09495460,,inactive,2004
09495770,18658458,inactive,2010
09496181,18620019,policy,2024
09498303,,inactive,2002
09498346,,inactive,1999
0949944X,1432041X,inactive,2024
09500448,,inactive,1986
09500707,,inactive,1998
09500790,17477514,inactive,2011
0950107X,,inactive,1993
09501290,,inactive,1969
09501401,,inactive,2012
09501487,,inactive,1994
09501746,,inactive,2018
09501940,,inactive,2001
09502114,,inactive,2008
09503366,,inactive,2002
09503420,,inactive,2000
09503501,,inactive,1998
0950351X,,inactive,1998
09503528,,inactive,1999
09503536,,inactive,1998
09503552,,inactive,1999
09503579,,inactive,1999
09504214,,inactive,1996
09504559,,inactive,2008
09505539,,inactive,1988
09505571,,inactive,2011
09505601,,inactive,1957
0950561X,,inactive,1964
09505652,17473470,inactive,1920
09505814,,inactive,2002
09505911,,inactive,2003
09506098,,inactive,2002
09507035,,inactive,2009
09507671,,inactive,1968
0950821X,,inactive,1994
09509526,,inactive,2003
0951001X,,inactive,2021
0951208X,15736784,inactive,1999
09514309,,inactive,2006
09514600,,inactive,2008
09515240,,inactive,1998
09515305,,inactive,1996
09517359,,inactive,1994
09517383,,inactive,1993
09518312,,inactive,1991
0951953X,,inactive,2022
09519580,,inactive,1996
09519750,,inactive,1995
09520481,,inactive,1992
09520600,,inactive,1996
09520619,,inactive,1991
09520627,,inactive,1996
09520643,,inactive,1993
09521178,,inactive,2008
09521909,14676443,inactive,2022
09521941,,inactive,2010
09522271,,inactive,2016
09523863,,inactive,2002
0952391X,,inactive,1995
09525432,,inactive,1998
09525807,,inactive,1996
09526900,,inactive,1996
09526919,,inactive,1992
09527583,,inactive,1996
09529500,,inactive,1993
09529608,17473489,inactive,1995
09530061,,inactive,2000
09530096,,inactive,1999
09530460,14753308,inactive,2011
09530673,,inactive,2005
09530932,,inactive,2001
09531092,,inactive,2005
09531211,,inactive,1989
09531432,,inactive,1990
09532404,,inactive,1996
09534431,,inactive,2000
09534954,,inactive,2007
09535683,,inactive,2006
09536035,,inactive,2003
09536639,,inactive,2015
09537112,15322033,inactive,2010
09537562,14698102,inactive,2009
09538534,,inactive,1994
09539182,,inactive,2000
09539859,,inactive,1994
09540113,,inactive,1991
09540695,,inactive,2002
09540725,,inactive,2000
09540741,,inactive,1999
0954139X,14735601,inactive,2021
09541446,14640635,inactive,2015
09541497,,inactive,1989
09541810,,inactive,2001
09542299,,inactive,2018
0954254X,,inactive,1991
09542582,,inactive,1995
09543546,,inactive,1990
09544046,,inactive,1986
09544127,13600613,inactive,2002
09544135,,inactive,1979
0954416X,,inactive,1995
0954478X,,inactive,2007
09545824,,inactive,2018
09546529,,inactive,1998
09546642,,inactive,1996
09547649,,inactive,2007
09548602,,inactive,2004
0954898X,13616536,discontinued,2025
09548998,17473861,inactive,1994
09552065,,inactive,1998
09552235,,inactive,1995
09552251,,inactive,2003
09552359,14774674,inactive,2023
09553541,,inactive,1991
09553681,,inactive,1995
09553886,,inactive,2000
09556419,14678616,inactive,2014
09556664,,inactive,1994
09557717,,inactive,2009
09557806,,inactive,2000
09557873,,inactive,2001
09558209,,inactive,2003
09560157,,inactive,1991
09560521,,inactive,1995
09561250,14658933,inactive,2003
09561382,,inactive,2004
09562257,,inactive,2001
09563075,14737752,inactive,2006
09563202,20402066,inactive,2023
09563385,17410460,inactive,2007
0956375X,,inactive,1993
09563768,,inactive,1993
09563776,,inactive,1993
09564233,,inactive,2008
09565000,,inactive,1998
0956523X,,inactive,1996
09566309,,inactive,2001
0956666X,18635377,inactive,2017
09567143,,inactive,1995
09567151,,inactive,1995
0956716X,,inactive,1995
09568115,,inactive,1993
09568700,,inactive,2004
0956960X,,inactive,1996
09569618,,inactive,1996
09569944,17410509,inactive,2007
09570144,,inactive,2002
09571272,,inactive,1993
09571329,,inactive,2006
09573720,23969040,inactive,2019
09574166,1362511X,inactive,2017
09574190,,inactive,2005
09574832,,inactive,2003
09575537,,inactive,2007
09575839,,inactive,2006
09575847,11238178,inactive,2006
09576061,,inactive,2003
09576517,,inactive,1997
0957767X,,inactive,1994
09578080,,inactive,2012
09580433,,inactive,1997
09580581,,inactive,1996
09580956,,inactive,2023
09581383,,inactive,2005
09582118,18734049,policy,2024
09584625,,inactive,1990
09585036,,inactive,1997
09585184,14699478,inactive,2002
09585206,14664275,inactive,2010
09586024,,inactive,2014
09586415,,inactive,1992
09586687,,inactive,2016
09588442,,inactive,1980
09589961,,inactive,2007
0959020X,,inactive,1997
09590587,,inactive,1997
0959230X,,inactive,1994
09592598,14699036,inactive,2015
09593268,,inactive,1993
09593527,18782914,inactive,1990
09594957,,inactive,1996
09596585,,inactive,1988
09596682,19312253,inactive,2017
09597174,13616676,inactive,2004
09598022,18737595,inactive,2000
09598030,,inactive,1996
09598111,,inactive,2001
09598316,,inactive,1998
09598332,,inactive,1996
09599266,,inactive,1998
09599320,,inactive,1990
09599428,13645501,inactive,2012
09599754,10991816,inactive,2002
09599800,,inactive,1985
0960135X,,inactive,2005
09601686,,inactive,1993
09602178,,inactive,2000
09602348,,inactive,1992
09603107,14664305,inactive,2014
09603131,,inactive,2002
0960314X,,inactive,2004
09603964,,inactive,2001
09604405,,inactive,2004
09604529,,inactive,2014
09605290,15570711,inactive,2009
09605371,,inactive,2007
09605428,,inactive,1996
09606440,,inactive,1992
0960667X,,inactive,2013
09607420,13652370,inactive,2004
09607447,,inactive,2004
09607560,,inactive,2006
09607641,20540337,inactive,1994
09607919,17410487,inactive,2008
09610405,10990976,inactive,2008
09610421,,inactive,1997
0961088X,,inactive,1999
09611215,,inactive,2020
09611290,,inactive,2006
09611444,,inactive,1995
09612653,,inactive,1996
09613552,,inactive,1991
09613692,,inactive,1994
0961625X,,inactive,1995
09617930,,inactive,2011
09619275,,inactive,2007
09619526,,inactive,1995
0962029X,,inactive,2002
09621091,13652508,inactive,2002
09621377,,inactive,2021
09621423,,inactive,1997
09621784,,inactive,2017
09621849,,inactive,2010
09622594,,inactive,1994
09622799,,inactive,2003
09624562,14769409,inactive,2006
09627251,19346220,inactive,2015
09627375,,inactive,1875
09628479,,inactive,2000
09628770,14678608,inactive,2021
09628797,14679388,inactive,2012
09629262,,inactive,1992
09629513,,inactive,2011
09629564,,inactive,2006
09629734,,inactive,1994
09631860,,inactive,1997
0963276X,,inactive,1997
09633308,,inactive,2004
09634916,,inactive,1997
0963584X,,inactive,1994
09636935,2633366X,inactive,2020
09637133,,inactive,2002
09637273,,inactive,1997
09637346,,inactive,2002
09638172,,inactive,2001
09639659,,inactive,1998
09641807,,inactive,1999
09641823,,inactive,2012
09641955,,inactive,1997
0964198X,,inactive,2002
09642536,,inactive,1999
09642749,,inactive,2005
09644156,,inactive,2000
09649271,20522940,inactive,2016
09649425,,inactive,2007
09650946,,inactive,2001
09651454,,inactive,1998
0965156X,14693712,inactive,2017
09652302,,inactive,2007
09652310,,inactive,2001
09652590,,inactive,2009
09655395,14695065,inactive,2014
09655433,,inactive,1995
09655751,14759926,inactive,2007
09656812,17488818,inactive,2014
09658343,,inactive,1994
09659757,,inactive,1998
09659773,,inactive,1999
09659986,,inactive,1993
09660941,26342561,inactive,2023
09661646,18758428,inactive,2007
09661719,,inactive,2001
09662847,17440556,inactive,2005
09663487,,inactive,2003
09667822,,inactive,1998
09667954,,inactive,1995
09668349,,inactive,1998
09668454,,inactive,2001
09668519,20532644,policy,2019
09669051,,inactive,1998
09669671,,inactive,2007
09670513,,inactive,2010
09670726,,inactive,1997
09670750,14680351,inactive,2019
09670793,14679426,inactive,2002
09671846,13616390,inactive,1999
09672109,,inactive,2003
09672680,,inactive,1995
09673237,14791862,inactive,2012
09674608,,inactive,2001
09678298,,inactive,2001
09678638,,inactive,2014
09678875,,inactive,2012
09679782,,inactive,2004
09679952,,inactive,1996
0968039X,,inactive,2000
09680519,,inactive,2007
09680624,,inactive,2007
09680861,,inactive,2004
09681302,14770318,inactive,2002
09681655,,inactive,1999
09682864,,inactive,1994
09683321,,inactive,1996
09684654,,inactive,1994
09685227,,inactive,2014
09685677,,inactive,1998
09686053,,inactive,2007
09687688,14645203,inactive,2019
09687769,17411629,inactive,2011
0968784X,,inactive,2006
09687912,,inactive,2008
09688080,14609576,inactive,2018
09688773,,inactive,1995
09690174,,inactive,2018
09691855,,inactive,2006
09694765,18731880,policy,2024
09695990,,inactive,2001
09696113,,inactive,2018
09697012,,inactive,2002
09697667,14701537,inactive,2009
09697950,,inactive,2012
09698078,,inactive,1993
09698086,,inactive,1995
09699163,,inactive,2001
09699252,,inactive,2002
09699775,,inactive,2001
0970020X,22315039,discontinued,2018
09700706,,inactive,1985
09701052,2320317X,policy,2023
09701893,09769420,inactive,2021
09702067,,discontinued,2023
09702083,,discontinued,2017
09702318,,inactive,1998
0970275X,,inactive,2005
09702792,,inactive,1948
09702822,09740120,inactive,2014
09703012,,discontinued,2021
09703888,,inactive,2003
09704027,,inactive,1994
09704205,,inactive,1997
0970423X,,inactive,1998
09704639,,inactive,2015
09705562,,inactive,2002
09706054,,inactive,1999
09708685,,inactive,2000
09708928,,inactive,1999
09709231,,inactive,2023
09709274,24566608,discontinued,2020
0970938X,09761683,discontinued,2018
09709452,,inactive,1997
0970955X,,inactive,1993
09709568,,inactive,1993
09710450,,inactive,2011
09710469,,inactive,2011
0971071X,,discontinued,2022
09710833,,inactive,2008
09712542,,inactive,1997
0971488X,,inactive,1997
09715231,09730788,inactive,2013
09715452,,inactive,1997
09716378,09732551,inactive,2008
09716866,1998362X,inactive,2014
09716874,,inactive,2004
0971720X,09741283,discontinued,2020
0971765X,,discontinued,2021
09717730,,discontinued,2016
09718001,,inactive,2003
09718265,,inactive,1998
09718281,,inactive,1997
09718354,,inactive,1998
09718923,24566756,inactive,2017
09719032,09761691,discontinued,2021
09719237,,inactive,2012
09720073,,discontinued,2016
09720405,,inactive,2013
09720448,09744614,policy,2024
0972057X,,inactive,2019
09720707,09745203,inactive,2023
09721096,,inactive,2007
09721711,,inactive,2000
09722025,,discontinued,2021
0972205X,,inactive,2012
09722688,,inactive,2004
09723005,,discontinued,2018
09723293,,inactive,2008
09723757,24566330,discontinued,2016
09724397,09740805,discontinued,2015
09724443,,inactive,2023
09724907,09744592,inactive,2013
09725075,09761772,discontinued,2021
09725210,25816063,discontinued,2020
09725555,,discontinued,2017
09725768,,inactive,2013
09725849,09750967,inactive,2021
0972592X,,inactive,2009
09725946,,inactive,2011
0972656X,0975072X,inactive,2020
09726721,,inactive,2011
09726802,17584965,inactive,2013
09727272,,discontinued,2017
09727302,,discontinued,2017
09727671,,inactive,2022
0972768X,,discontinued,2016
09728341,,inactive,2017
09729038,,inactive,2021
09729372,,inactive,2010
09729380,,discontinued,2017
09729747,19983573,inactive,2012
09729976,09737294,inactive,2013
09729984,09737308,discontinued,2017
09730516,,inactive,2005
09731024,,inactive,2013
09731229,19984014,inactive,2016
09731245,,discontinued,2016
09731296,09764062,discontinued,2018
09731377,09737545,inactive,2013
09731385,09737537,discontinued,2017
09731555,23487372,inactive,2021
09731768,09739750,discontinued,2016
09731792,09739734,discontinued,2016
09731903,09763392,discontinued,2022
09732039,,discontinued,2019
09732047,,discontinued,2020
09732667,09744827,discontinued,2016
0973290X,,inactive,2008
09733159,19466609,inactive,2022
09734562,09739769,discontinued,2017
09734686,,discontinued,2017
09734945,20909810,inactive,2012
09735089,,policy,2025
09735321,0974021X,policy,2019
09736069,09741828,policy,2019
09736077,09740260,inactive,2013
0973628X,,discontinued,2020
09737006,,discontinued,2017
09737421,,discontinued,2020
09737847,09762787,discontinued,2018
09738258,19984103,discontinued,2018
09738398,1998409X,discontinued,2018
09738517,,inactive,2012
09738622,09763449,discontinued,2018
09739122,09739130,discontinued,2021
09739599,26886669,inactive,2019
09740546,,discontinued,2016
09740570,,discontinued,2021
09740627,,inactive,2011
09741216,09747818,inactive,2011
09742115,,discontinued,2016
09742816,09738363,discontinued,2017
09743154,,discontinued,2021
09744290,,discontinued,2016
09744304,,discontinued,2016
09744630,09756965,discontinued,2020
09745572,,discontinued,2016
09745823,,discontinued,2022
09745904,,discontinued,2016
09746013,09751602,inactive,2013
09746773,14773163,policy,2025
09746846,09745645,discontinued,2016
09747435,,discontinued,2014
09747788,0974925X,inactive,2011
09748571,,discontinued,2021
09748822,,inactive,2012
09749233,09751599,inactive,2023
09751483,09751505,discontinued,2018
09752870,22787119,inactive,2017
09753583,09762833,discontinued,2021
09758364,22493255,discontinued,2020
09758453,09762779,discontinued,2020
09759042,09761705,discontinued,2016
09760245,09765506,discontinued,2019
09760423,09762302,inactive,2010
0976044X,,discontinued,2016
09760911,22498818,discontinued,2021
09762884,09762892,inactive,2016
09763104,,discontinued,2016
09763961,0976397X,discontinued,2016
09764836,09748490,discontinued,2018
09764879,09757406,discontinued,2024
09765166,22313850,discontinued,2022
09766308,09766316,discontinued,2019
09766340,09766359,discontinued,2019
09766480,09766499,discontinued,2020
09766502,09766510,discontinued,2020
09766545,09766553,discontinued,2021
09766634,24566764,discontinued,2020
09769234,22297723,discontinued,2022
09769668,22297707,policy,2025
09803483,,inactive,2010
09809090,,inactive,1988
09811095,,inactive,1990
09827870,,inactive,1987
09853111,17783593,inactive,2020
09866124,19589239,inactive,2014
09892737,21010188,inactive,2002
09893105,,inactive,1998
09898972,,inactive,1992
09900632,11525428,inactive,2017
09923039,,inactive,1992
09924361,,inactive,1998
0992499X,19585748,discontinued,2024
09927158,17188598,inactive,2020
0992986X,21194130,inactive,2015
09939857,17730473,inactive,2010
09943919,,inactive,2015
09945679,,inactive,1961
09945687,,inactive,1963
09947590,,inactive,1996
09948090,,inactive,2014
09956794,,inactive,2018
09959882,,inactive,1951
09995714,,inactive,1993
10001220,,inactive,2003
10001255,,inactive,2003
10001271,,inactive,1989
10001433,,inactive,1998
10001484,,inactive,1992
10001506,,inactive,2004
10001557,,inactive,2002
10001662,,inactive,1998
10001808,,inactive,1986
10001948,18764797,inactive,2013
10001972,,inactive,2005
10001999,,inactive,2001
10002405,,inactive,2001
1000243X,,inactive,2000
10002537,,inactive,2006
10002588,,inactive,2005
10003231,,inactive,2007
10003401,,inactive,1998
1000372X,,inactive,2003
10003762,,inactive,1998
10003932,,inactive,2006
10003959,,inactive,2003
10003983,,inactive,1998
10004432,,inactive,2015
10004459,,inactive,2002
10004602,,inactive,2003
1000467X,1944446X,inactive,2017
10004963,,inactive,2017
10005013,,inactive,2003
10005188,,inactive,2003
10005404,,inactive,2021
10005625,,inactive,2003
10005870,,inactive,2005
10005900,,inactive,2003
10006761,,inactive,2009
10007180,,inactive,1998
10007393,,inactive,1998
10007806,,inactive,1999
10007849,,inactive,2003
10008020,,inactive,2016
10008144,,inactive,2017
10008365,,inactive,2006
10008616,,inactive,2001
10008756,,inactive,2002
10009043,,inactive,1990
10009116,19931344,inactive,2008
10009221,,inactive,2003
1000923X,,inactive,2002
10009426,19930364,inactive,2015
10009442,,inactive,1997
10009450,,inactive,1994
10009574,,inactive,1998
10009752,,inactive,2005
10009930,,inactive,2004
1001053X,,inactive,2014
10011250,,inactive,2003
10011579,,inactive,2003
10011749,,discontinued,2019
10011781,,inactive,2018
10012052,,inactive,1994
10012206,,inactive,1998
1001232X,,inactive,2003
10013814,,inactive,1998
10014020,,inactive,2003
10014179,,inactive,2003
10014454,,inactive,2017
10014985,,inactive,2003
10015078,,inactive,2003
10015361,,inactive,2004
10015485,,inactive,2003
10015728,,inactive,2017
10015884,,inactive,2003
10015906,,inactive,2005
10016031,,inactive,1997
10016511,,inactive,1995
1001652X,,inactive,2001
10016538,18619541,inactive,2014
10017208,,inactive,2003
10017305,,inactive,2002
10017755,,inactive,2002
10017844,18767966,inactive,2016
10018212,,inactive,2003
10018352,,inactive,2003
10018689,,inactive,2017
10018891,,inactive,1998
10019278,,inactive,2003
10019464,,inactive,1989
10020705,,inactive,2008
10020829,,inactive,2018
10020837,,inactive,2006
1002087X,,inactive,2003
10022104,,inactive,2014
10023208,,inactive,2003
10025618,,inactive,1996
10026495,,inactive,2019
10028501,,inactive,2003
10028587,,inactive,2002
10030603,,inactive,2016
10030808,,inactive,2010
10033874,,inactive,1998
10034595,,inactive,2000
10035370,,inactive,2016
1003739X,,inactive,2003
10038213,,inactive,2008
10038620,,inactive,2003
10039953,,inactive,2012
10040676,,inactive,2003
10041338,,inactive,2003
10041648,,inactive,2013
10042822,,inactive,2002
10043012,,inactive,1998
1004423X,,inactive,1999
10045503,,inactive,2022
10052402,,inactive,1998
10052763,,inactive,2003
10053085,,inactive,2003
10053883,,inactive,2003
10056254,,inactive,2009
10057854,,inactive,2003
10058850,,inactive,2008
10059490,,inactive,2006
10059539,,inactive,2003
10059784,19930666,inactive,2012
10059792,,inactive,2004
10061088,,inactive,2003
10061266,,inactive,2008
1006155X,,inactive,2003
10062343,,inactive,2003
10062599,,inactive,2003
10065431,,inactive,2005
10066497,,inactive,1996
10066780,,inactive,2002
10067140,,inactive,2003
10067191,21941289,inactive,2025
10067329,,inactive,2008
1006768X,,inactive,2005
10069097,18666566,inactive,2013
1006916X,,inactive,2010
10069283,,inactive,2009
10069291,,inactive,2009
10069305,18622798,inactive,2009
10069313,18622801,inactive,2009
10069321,1862281X,inactive,2009
10069798,,inactive,2003
10072640,,inactive,2003
10072985,,inactive,2003
10073124,,inactive,2005
10074112,,inactive,2002
10074252,,inactive,2014
10074376,18764819,inactive,2009
10074740,,inactive,1997
10076417,,inactive,2011
10078738,,inactive,2016
10080848,,inactive,2015
10080872,,inactive,2004
10081321,19930372,inactive,2012
10091963,17414199,inactive,2007
10092587,,inactive,2020
10092757,18622836,inactive,2010
10093087,,inactive,2016
10093095,,inactive,2006
10093443,,inactive,2017
10099271,,inactive,2008
10100423,,inactive,1999
10103090,,inactive,1948
10105409,,discontinued,2021
10107355,,inactive,1997
10107606,,inactive,1993
10107630,,inactive,1993
10107649,,inactive,1993
10108246,,inactive,1999
10108424,,inactive,1994
10109099,,inactive,1992
10109161,,inactive,2020
10110054,,inactive,2020
10110186,,inactive,2005
10110283,,inactive,1996
10112367,19765517,inactive,2020
10112499,,inactive,2015
10112723,,inactive,2000
10114181,,inactive,1990
10114386,,inactive,1991
10114793,,inactive,1996
1011484X,,inactive,1996
10116206,,inactive,1989
10116524,,inactive,1995
10116583,29451922,discontinued,2024
10116788,,inactive,1998
10116877,,inactive,2009
10116966,,inactive,1991
10116974,,inactive,1993
1011789X,,inactive,1991
10117970,,inactive,2012
10118861,,inactive,1996
10121587,,discontinued,2020
10121692,,inactive,1996
10122508,,inactive,2023
10125655,,inactive,1996
10126244,,inactive,2000
10126694,,inactive,1992
10128069,15645568,inactive,1996
10128204,,inactive,1991
10128417,,inactive,2004
10128433,,inactive,1992
10128689,,inactive,1997
10128832,,inactive,2013
10129545,,inactive,1997
10130047,,inactive,2014
10131469,,discontinued,2019
10132058,,inactive,2009
10133119,,discontinued,2018
10133194,,inactive,1990
10137424,,inactive,1995
10137696,,inactive,2000
10137785,,inactive,1994
10138064,,inactive,1996
10144307,,inactive,1985
10144579,,inactive,1998
1014711X,,inactive,1989
10148221,,inactive,2002
10148485,,inactive,1999
1014885X,,inactive,1999
1014952X,,inactive,1999
10149562,,inactive,2022
10150145,,inactive,2002
10150684,16637607,inactive,2017
1015079X,,inactive,2010
10150889,,inactive,2008
10150951,,inactive,2005
10155007,,inactive,1995
10155856,,inactive,2022
10156321,,inactive,2014
10157867,,inactive,2014
10158138,,inactive,2014
10158146,,inactive,2016
10158383,,inactive,2012
10158618,19922647,discontinued,2017
10158782,22201084,inactive,2016
10159592,,inactive,2003
10159657,16800745,inactive,2007
10160922,,inactive,1997
10161015,,inactive,2009
10161562,,inactive,1998
10162356,,inactive,2014
10163158,,inactive,1997
10165126,,inactive,2008
10165134,,inactive,2011
10165142,,inactive,2004
10165150,,inactive,2018
10166017,,inactive,2005
10167536,,inactive,2000
1016796X,,inactive,2018
10168974,,inactive,2000
10169008,,inactive,2015
10170510,,inactive,2008
10170669,21517606,inactive,2012
10171274,,inactive,2023
10171584,,inactive,1994
10173293,,inactive,2000
10174087,,inactive,1949
10174370,,inactive,2003
10174699,,inactive,1999
10175644,,inactive,1995
10175989,16623886,inactive,2020
10176020,,inactive,1995
10176721,,inactive,1998
10177833,13029657,inactive,2016
10179216,,inactive,1999
1018046X,,inactive,1991
10180532,,inactive,1994
10181857,,inactive,2016
10182152,,inactive,2000
10183469,,inactive,1998
10184325,,inactive,2008
10184619,,discontinued,2021
10184627,,inactive,1996
10185275,,inactive,1997
10185291,,inactive,1996
10185992,,inactive,1997
10186689,,inactive,2006
10187057,,inactive,2000
10187782,,inactive,2002
10188843,,inactive,2009
10188916,,inactive,1998
10188940,,inactive,2016
10190465,,inactive,2000
10190473,,inactive,2013
1019066X,16809416,inactive,2007
1019083X,,inactive,2007
1019214X,13086294,inactive,2017
10193103,,inactive,2009
10195297,,inactive,2015
10195815,,inactive,1997
10196102,,inactive,1999
10196773,,inactive,1996
10196838,,inactive,2015
10197788,,inactive,1996
10198466,,inactive,2002
10199500,,inactive,2019
10200010,1564460X,inactive,2000
10204148,,inactive,2023
10206167,,inactive,2013
10207635,15645150,inactive,2010
10208135,,inactive,2005
1020895X,,inactive,2009
10210989,,inactive,2018
10212000,,inactive,2007
10213619,,inactive,2022
10215182,,inactive,1999
10215824,,inactive,2019
10217096,14219999,inactive,1999
10219056,,inactive,2014
10220178,,inactive,1999
10220666,,inactive,2005
10222812,,inactive,1998
10224742,24088757,inactive,2016
10226265,,inactive,2001
10226680,16628985,discontinued,2014
10226699,,inactive,1996
10227091,,inactive,2002
10228659,,inactive,2005
1022890X,,inactive,1998
10229272,,inactive,2006
10230904,16809394,inactive,2007
10231218,,inactive,1996
10232028,,inactive,1997
10232044,,inactive,2017
1023294X,25043684,inactive,2016
10233091,,inactive,2005
10233903,,inactive,2000
10234462,,inactive,2004
10236090,16809424,inactive,2023
10236104,,inactive,2012
10236171,16078586,inactive,2001
1023618X,,inactive,1997
10236228,,inactive,1998
10236368,,inactive,2013
10236597,,inactive,2001
10236732,,inactive,2003
10237763,16809408,policy,2017
10238654,,inactive,2014
10239022,,inactive,1997
10239332,,inactive,2003
10240098,1680936X,discontinued,2017
10240845,22284893,inactive,2023
1024123X,15635147,inactive,2024
10241752,,discontinued,2021
10242430,,inactive,2002
10242651,16623940,inactive,2010
10245251,,inactive,1999
10245359,22146636,inactive,2016
10246215,,inactive,2005
10246541,,inactive,1997
10246592,,inactive,2002
10247106,,inactive,2005
10248072,15635082,inactive,2002
10248684,,inactive,2012
10249087,,inactive,2001
10249435,15612880,inactive,2012
10249559,,inactive,2000
10252339,18136885,inactive,2019
10253106,,inactive,2005
10253823,17563976,inactive,2008
1025403X,,inactive,1998
1025448X,20756674,inactive,2014
10255508,,inactive,2012
10255818,,inactive,2003
10256008,,inactive,2000
10256059,,inactive,2015
1025627X,,inactive,2000
10256873,,inactive,2002
10258140,,inactive,2002
1026115X,,inactive,1999
10262121,,inactive,2009
10262954,,inactive,1996
10263470,,inactive,2016
10263497,,inactive,1969
10263535,,inactive,2005
10263543,,inactive,2016
10263721,26636190,discontinued,2026
10266461,,inactive,2000
10270256,,inactive,2001
10273646,,inactive,1996
10273662,16078578,inactive,2005
10273956,,inactive,2015
10275193,,inactive,2015
10276599,,inactive,2001
10277358,,inactive,2019
1027779X,,inactive,2004
10280979,,inactive,2005
10282092,,discontinued,2018
10282327,16809378,discontinued,2016
10283315,,inactive,1997
10284001,14422034,inactive,2004
10285229,,inactive,2001
10285636,,inactive,2001
10285911,,inactive,2000
10285954,,inactive,2016
10286276,23641819,inactive,2022
10286284,,inactive,2011
10286624,,inactive,2012
10287825,20430469,inactive,2011
10287957,,inactive,2003
10288945,,inactive,2002
